BaseSeed,OriginalSeedSubset,NoiseSeed,TargetSNR_dB,AchievedSNR_dB,Method,CMean_mps,CStd_mps,CMin_mps,CMax_mps,RhoMean_kgm3,RhoStd_kgm3,Corr_C_Rho,Raw_NRMSE,SI_NRMSE,Correlation,SSIM,CNR,SBR_dB,ScaleFactor,Signal_RMS,Background_RMS,Runtime_s,RuntimeDefinition,ReconstructionPhysicsModel,FiniteApertureTreatment
44,0,300044,5,5,SCF-DAS,1500.00000053975,19.999999854044,1449.70373535156,1548.97131347656,999.999999917216,14.9999996590148,-0.0495927383640083,0.999780385552722,0.942107173726108,0.33327956144779,0.90278392364909,0.350662166864535,33.2213649139127,511.516921459156,0.000624140559373249,1.36211620628511e-05,0.1122268,shared_delay_plus_weighting,scalar_straight_ray_c1500,physical_element_centres
44,0,300044,5,5,DMAS,1500.00000053975,19.999999854044,1449.70373535156,1548.97131347656,999.999999917216,14.9999996590148,-0.0495927383640083,0.997418188483351,0.837067873284368,0.542969755294477,0.450209708495653,0.733503891542294,21.9352680167254,115.580765326953,0.00410897046382805,0.000328828626640653,0.1376214,shared_delay_plus_weighting,scalar_straight_ray_c1500,physical_element_centres
44,0,300044,5,5,DS-DMAS,1500.00000053975,19.999999854044,1449.70373535156,1548.97131347656,999.999999917216,14.9999996590148,-0.0495927383640083,0.999027518130522,0.922074206411172,0.376000235194346,0.883690835272285,0.42646079902919,24.4600988717848,153.590722594002,0.0022858200395105,0.00013678456455389,2.2451323,shared_delay_plus_weighting,scalar_straight_ray_c1500,physical_element_centres
44,0,300044,5,5,TR,1500.00000053975,19.999999854044,1449.70373535156,1548.97131347656,999.999999917216,14.9999996590148,-0.0495927383640083,0.780181809620922,0.699724660033463,0.724115482279146,0.560027774706813,2.3001445935578,16.9043070796401,1.9342493063417,0.271330397790463,0.0387510163511893,20.6305644,direct_TR_wall_time,heterogeneous_recorded_c_rho,equivalent_element_centres
44,0,300044,10,10,DAS,1500.00000053975,19.999999854044,1449.70373535156,1548.97131347656,999.999999917216,14.9999996590148,-0.0495927383640083,0.983380839539902,0.670760319643647,0.749276423798076,0.539297879146781,2.26215716554445,17.888000546091,32.8688020364649,0.0173082093896119,0.00220725298706524,0.0766842,shared_delay_plus_weighting,scalar_straight_ray_c1500,physical_element_centres
44,0,300044,10,10,CF-DAS,1500.00000053975,19.999999854044,1449.70373535156,1548.97131347656,999.999999917216,14.9999996590148,-0.0495927383640083,0.998492471002799,0.670791846422575,0.740568108052357,0.875388254468035,1.14745337759954,26.7122369632084,364.635381725836,0.0018763186078438,8.66352708375341e-05,0.0768709,shared_delay_plus_weighting,scalar_straight_ray_c1500,physical_element_centres
44,0,300044,10,10,SCF-DAS,1500.00000053975,19.999999854044,1449.70373535156,1548.97131347656,999.999999917216,14.9999996590148,-0.0495927383640083,0.99975236543961,0.938889645789061,0.341979031091195,0.903200461456352,0.361676884046002,32.5472994090668,478.030846663413,0.000684027871410166,1.61327657335055e-05,0.1019306,shared_delay_plus_weighting,scalar_straight_ray_c1500,physical_element_centres
44,0,300044,10,10,DMAS,1500.00000053975,19.999999854044,1449.70373535156,1548.97131347656,999.999999917216,14.9999996590148,-0.0495927383640083,0.997395186681237,0.84326743977627,0.532919762804858,0.476578866541535,0.712821769880003,21.9712355679933,110.552435783371,0.00422032441669168,0.000336344289134999,0.1254449,shared_delay_plus_weighting,scalar_straight_ray_c1500,physical_element_centres
44,0,300044,10,10,DS-DMAS,1500.00000053975,19.999999854044,1449.70373535156,1548.97131347656,999.999999917216,14.9999996590148,-0.0495927383640083,0.998958047215504,0.922223418473014,0.374739884750073,0.88245857035034,0.426494767473011,24.1281399326297,143.057433725221,0.00244012779392974,0.000151706984215463,2.8974262,shared_delay_plus_weighting,scalar_straight_ray_c1500,physical_element_centres
44,0,300044,10,10,TR,1500.00000053975,19.999999854044,1449.70373535156,1548.97131347656,999.999999917216,14.9999996590148,-0.0495927383640083,0.779603134708902,0.697920266077181,0.725850180384939,0.620695237840273,2.30326523941034,16.9574472323775,1.94204868037661,0.271539998554045,0.0385444142095137,54.6983448,direct_TR_wall_time,heterogeneous_recorded_c_rho,equivalent_element_centres
