FamilyID,SNR_dB,Metric,MetricLabel,N,Method,MeanRank,MedianRank,FinalMeanRank_N50,MeanRankShiftFromN50
13,15,SSIM,SSIM,20,DS-DMAS,2.35,2,2.36,-0.00999999999999979
13,15,SSIM,SSIM,20,TR,4.5,4.5,4.54,-0.04
13,15,SSIM,SSIM,30,DAS,4.46666666666667,4,4.46,0.00666666666666682
13,15,SSIM,SSIM,30,CF-DAS,2.56666666666667,3,2.64,-0.0733333333333333
13,15,SSIM,SSIM,30,SCF-DAS,1,1,1,0
13,15,SSIM,SSIM,30,DMAS,6,6,6,0
13,15,SSIM,SSIM,30,DS-DMAS,2.43333333333333,2,2.36,0.0733333333333333
13,15,SSIM,SSIM,30,TR,4.53333333333333,5,4.54,-0.00666666666666682
13,15,SSIM,SSIM,40,DAS,4.475,4,4.46,0.0149999999999997
13,15,SSIM,SSIM,40,CF-DAS,2.575,3,2.64,-0.0649999999999999
13,15,SSIM,SSIM,40,SCF-DAS,1,1,1,0
13,15,SSIM,SSIM,40,DMAS,6,6,6,0
13,15,SSIM,SSIM,40,DS-DMAS,2.425,2,2.36,0.0649999999999999
13,15,SSIM,SSIM,40,TR,4.525,5,4.54,-0.0149999999999997
13,15,SSIM,SSIM,50,DAS,4.46,4,4.46,0
13,15,SSIM,SSIM,50,CF-DAS,2.64,3,2.64,0
13,15,SSIM,SSIM,50,SCF-DAS,1,1,1,0
13,15,SSIM,SSIM,50,DMAS,6,6,6,0
13,15,SSIM,SSIM,50,DS-DMAS,2.36,2,2.36,0
13,15,SSIM,SSIM,50,TR,4.54,5,4.54,0
14,15,CNR,CNR,10,DAS,1.9,2,1.88,0.02
14,15,CNR,CNR,10,CF-DAS,3,3,3,0
14,15,CNR,CNR,10,SCF-DAS,6,6,6,0
14,15,CNR,CNR,10,DMAS,4,4,4,0
14,15,CNR,CNR,10,DS-DMAS,5,5,5,0
14,15,CNR,CNR,10,TR,1.1,1,1.12,-0.02
14,15,CNR,CNR,20,DAS,1.95,2,1.88,0.0700000000000001
14,15,CNR,CNR,20,CF-DAS,3,3,3,0
14,15,CNR,CNR,20,SCF-DAS,6,6,6,0
14,15,CNR,CNR,20,DMAS,4,4,4,0
14,15,CNR,CNR,20,DS-DMAS,5,5,5,0
14,15,CNR,CNR,20,TR,1.05,1,1.12,-0.0700000000000001
14,15,CNR,CNR,30,DAS,1.93333333333333,2,1.88,0.0533333333333335
14,15,CNR,CNR,30,CF-DAS,3,3,3,0
14,15,CNR,CNR,30,SCF-DAS,6,6,6,0
14,15,CNR,CNR,30,DMAS,4,4,4,0
14,15,CNR,CNR,30,DS-DMAS,5,5,5,0
14,15,CNR,CNR,30,TR,1.06666666666667,1,1.12,-0.0533333333333335
14,15,CNR,CNR,40,DAS,1.875,2,1.88,-0.00499999999999989
14,15,CNR,CNR,40,CF-DAS,3,3,3,0
14,15,CNR,CNR,40,SCF-DAS,6,6,6,0
14,15,CNR,CNR,40,DMAS,4,4,4,0
14,15,CNR,CNR,40,DS-DMAS,5,5,5,0
14,15,CNR,CNR,40,TR,1.125,1,1.12,0.00499999999999989
14,15,CNR,CNR,50,DAS,1.88,2,1.88,0
14,15,CNR,CNR,50,CF-DAS,3,3,3,0
14,15,CNR,CNR,50,SCF-DAS,6,6,6,0
14,15,CNR,CNR,50,DMAS,4,4,4,0
14,15,CNR,CNR,50,DS-DMAS,5,5,5,0
14,15,CNR,CNR,50,TR,1.12,1,1.12,0
15,15,SBR_dB,SBR,10,DAS,5,5,5,0
15,15,SBR_dB,SBR,10,CF-DAS,2,2,1.98,0.02
15,15,SBR_dB,SBR,10,SCF-DAS,1,1,1.02,-0.02
15,15,SBR_dB,SBR,10,DMAS,4,4,3.98,0.02
15,15,SBR_dB,SBR,10,DS-DMAS,3,3,3.02,-0.02
15,15,SBR_dB,SBR,10,TR,6,6,6,0
15,15,SBR_dB,SBR,20,DAS,5,5,5,0
15,15,SBR_dB,SBR,20,CF-DAS,2,2,1.98,0.02
15,15,SBR_dB,SBR,20,SCF-DAS,1,1,1.02,-0.02
15,15,SBR_dB,SBR,20,DMAS,4,4,3.98,0.02
15,15,SBR_dB,SBR,20,DS-DMAS,3,3,3.02,-0.02
15,15,SBR_dB,SBR,20,TR,6,6,6,0
15,15,SBR_dB,SBR,30,DAS,5,5,5,0
15,15,SBR_dB,SBR,30,CF-DAS,2,2,1.98,0.02
15,15,SBR_dB,SBR,30,SCF-DAS,1,1,1.02,-0.02
15,15,SBR_dB,SBR,30,DMAS,4,4,3.98,0.02
15,15,SBR_dB,SBR,30,DS-DMAS,3,3,3.02,-0.02
15,15,SBR_dB,SBR,30,TR,6,6,6,0
15,15,SBR_dB,SBR,40,DAS,5,5,5,0
15,15,SBR_dB,SBR,40,CF-DAS,2,2,1.98,0.02
15,15,SBR_dB,SBR,40,SCF-DAS,1,1,1.02,-0.02
15,15,SBR_dB,SBR,40,DMAS,4,4,3.98,0.02
15,15,SBR_dB,SBR,40,DS-DMAS,3,3,3.02,-0.02
15,15,SBR_dB,SBR,40,TR,6,6,6,0
15,15,SBR_dB,SBR,50,DAS,5,5,5,0
15,15,SBR_dB,SBR,50,CF-DAS,1.98,2,1.98,0
15,15,SBR_dB,SBR,50,SCF-DAS,1.02,1,1.02,0
15,15,SBR_dB,SBR,50,DMAS,3.98,4,3.98,0
15,15,SBR_dB,SBR,50,DS-DMAS,3.02,3,3.02,0
15,15,SBR_dB,SBR,50,TR,6,6,6,0
16,20,SI_NRMSE,SI-NRMSE,10,DAS,1.6,2,1.34,0.26
16,20,SI_NRMSE,SI-NRMSE,10,CF-DAS,2.1,2.5,2.26,-0.16
16,20,SI_NRMSE,SI-NRMSE,10,SCF-DAS,6,6,6,0
16,20,SI_NRMSE,SI-NRMSE,10,DMAS,4,4,4,0
16,20,SI_NRMSE,SI-NRMSE,10,DS-DMAS,5,5,5,0
16,20,SI_NRMSE,SI-NRMSE,10,TR,2.3,2.5,2.4,-0.1
16,20,SI_NRMSE,SI-NRMSE,20,DAS,1.5,1.5,1.34,0.16
16,20,SI_NRMSE,SI-NRMSE,20,CF-DAS,2.25,3,2.26,-0.00999999999999979
16,20,SI_NRMSE,SI-NRMSE,20,SCF-DAS,6,6,6,0
16,20,SI_NRMSE,SI-NRMSE,20,DMAS,4,4,4,0
16,20,SI_NRMSE,SI-NRMSE,20,DS-DMAS,5,5,5,0
16,20,SI_NRMSE,SI-NRMSE,20,TR,2.25,2,2.4,-0.15
16,20,SI_NRMSE,SI-NRMSE,30,DAS,1.4,1,1.34,0.0599999999999998
16,20,SI_NRMSE,SI-NRMSE,30,CF-DAS,2.33333333333333,3,2.26,0.0733333333333337
16,20,SI_NRMSE,SI-NRMSE,30,SCF-DAS,6,6,6,0
16,20,SI_NRMSE,SI-NRMSE,30,DMAS,4,4,4,0
16,20,SI_NRMSE,SI-NRMSE,30,DS-DMAS,5,5,5,0
16,20,SI_NRMSE,SI-NRMSE,30,TR,2.26666666666667,2,2.4,-0.133333333333333
16,20,SI_NRMSE,SI-NRMSE,40,DAS,1.35,1,1.34,0.01
16,20,SI_NRMSE,SI-NRMSE,40,CF-DAS,2.25,2,2.26,-0.00999999999999979
16,20,SI_NRMSE,SI-NRMSE,40,SCF-DAS,6,6,6,0
16,20,SI_NRMSE,SI-NRMSE,40,DMAS,4,4,4,0
16,20,SI_NRMSE,SI-NRMSE,40,DS-DMAS,5,5,5,0
16,20,SI_NRMSE,SI-NRMSE,40,TR,2.4,3,2.4,0
16,20,SI_NRMSE,SI-NRMSE,50,DAS,1.34,1,1.34,0
16,20,SI_NRMSE,SI-NRMSE,50,CF-DAS,2.26,2,2.26,0
16,20,SI_NRMSE,SI-NRMSE,50,SCF-DAS,6,6,6,0
16,20,SI_NRMSE,SI-NRMSE,50,DMAS,4,4,4,0
16,20,SI_NRMSE,SI-NRMSE,50,DS-DMAS,5,5,5,0
16,20,SI_NRMSE,SI-NRMSE,50,TR,2.4,3,2.4,0
17,20,Correlation,Correlation,10,DAS,1.4,1,1.3,0.0999999999999999
17,20,Correlation,Correlation,10,CF-DAS,2.3,2.5,2.48,-0.18
17,20,Correlation,Correlation,10,SCF-DAS,6,6,6,0
17,20,Correlation,Correlation,10,DMAS,4,4,4,0
17,20,Correlation,Correlation,10,DS-DMAS,5,5,5,0
17,20,Correlation,Correlation,10,TR,2.3,2.5,2.22,0.0799999999999996
17,20,Correlation,Correlation,20,DAS,1.35,1,1.3,0.05
17,20,Correlation,Correlation,20,CF-DAS,2.45,3,2.48,-0.0299999999999998
17,20,Correlation,Correlation,20,SCF-DAS,6,6,6,0
17,20,Correlation,Correlation,20,DMAS,4,4,4,0
17,20,Correlation,Correlation,20,DS-DMAS,5,5,5,0
17,20,Correlation,Correlation,20,TR,2.2,2,2.22,-0.02
17,20,Correlation,Correlation,30,DAS,1.33333333333333,1,1.3,0.0333333333333332
17,20,Correlation,Correlation,30,CF-DAS,2.56666666666667,3,2.48,0.0866666666666669
17,20,Correlation,Correlation,30,SCF-DAS,6,6,6,0
17,20,Correlation,Correlation,30,DMAS,4,4,4,0
17,20,Correlation,Correlation,30,DS-DMAS,5,5,5,0
17,20,Correlation,Correlation,30,TR,2.1,2,2.22,-0.12
17,20,Correlation,Correlation,40,DAS,1.3,1,1.3,0
17,20,Correlation,Correlation,40,CF-DAS,2.5,3,2.48,0.02
17,20,Correlation,Correlation,40,SCF-DAS,6,6,6,0
17,20,Correlation,Correlation,40,DMAS,4,4,4,0
17,20,Correlation,Correlation,40,DS-DMAS,5,5,5,0
17,20,Correlation,Correlation,40,TR,2.2,2,2.22,-0.02
17,20,Correlation,Correlation,50,DAS,1.3,1,1.3,0
17,20,Correlation,Correlation,50,CF-DAS,2.48,3,2.48,0
17,20,Correlation,Correlation,50,SCF-DAS,6,6,6,0
17,20,Correlation,Correlation,50,DMAS,4,4,4,0
17,20,Correlation,Correlation,50,DS-DMAS,5,5,5,0
17,20,Correlation,Correlation,50,TR,2.22,2,2.22,0
18,20,SSIM,SSIM,10,DAS,4,4,4,0
18,20,SSIM,SSIM,10,CF-DAS,2.5,2.5,2.52,-0.02
18,20,SSIM,SSIM,10,SCF-DAS,1,1,1,0
18,20,SSIM,SSIM,10,DMAS,6,6,6,0
18,20,SSIM,SSIM,10,DS-DMAS,2.5,2.5,2.48,0.02
18,20,SSIM,SSIM,10,TR,5,5,5,0
18,20,SSIM,SSIM,20,DAS,4,4,4,0
18,20,SSIM,SSIM,20,CF-DAS,2.55,3,2.52,0.0299999999999998
18,20,SSIM,SSIM,20,SCF-DAS,1,1,1,0
18,20,SSIM,SSIM,20,DMAS,6,6,6,0
18,20,SSIM,SSIM,20,DS-DMAS,2.45,2,2.48,-0.0299999999999998
18,20,SSIM,SSIM,20,TR,5,5,5,0
18,20,SSIM,SSIM,30,DAS,4,4,4,0
18,20,SSIM,SSIM,30,CF-DAS,2.5,2.5,2.52,-0.02
18,20,SSIM,SSIM,30,SCF-DAS,1,1,1,0
18,20,SSIM,SSIM,30,DMAS,6,6,6,0
18,20,SSIM,SSIM,30,DS-DMAS,2.5,2.5,2.48,0.02
18,20,SSIM,SSIM,30,TR,5,5,5,0
18,20,SSIM,SSIM,40,DAS,4,4,4,0
18,20,SSIM,SSIM,40,CF-DAS,2.475,2,2.52,-0.0449999999999999
18,20,SSIM,SSIM,40,SCF-DAS,1,1,1,0
18,20,SSIM,SSIM,40,DMAS,6,6,6,0
18,20,SSIM,SSIM,40,DS-DMAS,2.525,3,2.48,0.0449999999999999
18,20,SSIM,SSIM,40,TR,5,5,5,0
18,20,SSIM,SSIM,50,DAS,4,4,4,0
18,20,SSIM,SSIM,50,CF-DAS,2.52,3,2.52,0
18,20,SSIM,SSIM,50,SCF-DAS,1,1,1,0
18,20,SSIM,SSIM,50,DMAS,6,6,6,0
18,20,SSIM,SSIM,50,DS-DMAS,2.48,2,2.48,0
18,20,SSIM,SSIM,50,TR,5,5,5,0
19,20,CNR,CNR,10,DAS,1.9,2,1.88,0.02
19,20,CNR,CNR,10,CF-DAS,3,3,3,0
19,20,CNR,CNR,10,SCF-DAS,6,6,6,0
19,20,CNR,CNR,10,DMAS,4,4,4,0
19,20,CNR,CNR,10,DS-DMAS,5,5,5,0
19,20,CNR,CNR,10,TR,1.1,1,1.12,-0.02
19,20,CNR,CNR,20,DAS,1.95,2,1.88,0.0700000000000001
19,20,CNR,CNR,20,CF-DAS,3,3,3,0
19,20,CNR,CNR,20,SCF-DAS,6,6,6,0
19,20,CNR,CNR,20,DMAS,4,4,4,0
19,20,CNR,CNR,20,DS-DMAS,5,5,5,0
19,20,CNR,CNR,20,TR,1.05,1,1.12,-0.0700000000000001
19,20,CNR,CNR,30,DAS,1.93333333333333,2,1.88,0.0533333333333335
19,20,CNR,CNR,30,CF-DAS,3,3,3,0
19,20,CNR,CNR,30,SCF-DAS,6,6,6,0
19,20,CNR,CNR,30,DMAS,4,4,4,0
19,20,CNR,CNR,30,DS-DMAS,5,5,5,0
19,20,CNR,CNR,30,TR,1.06666666666667,1,1.12,-0.0533333333333335
19,20,CNR,CNR,40,DAS,1.875,2,1.88,-0.00499999999999989
19,20,CNR,CNR,40,CF-DAS,3,3,3,0
19,20,CNR,CNR,40,SCF-DAS,6,6,6,0
19,20,CNR,CNR,40,DMAS,4,4,4,0
19,20,CNR,CNR,40,DS-DMAS,5,5,5,0
19,20,CNR,CNR,40,TR,1.125,1,1.12,0.00499999999999989
19,20,CNR,CNR,50,DAS,1.88,2,1.88,0
19,20,CNR,CNR,50,CF-DAS,3,3,3,0
19,20,CNR,CNR,50,SCF-DAS,6,6,6,0
19,20,CNR,CNR,50,DMAS,4,4,4,0
19,20,CNR,CNR,50,DS-DMAS,5,5,5,0
19,20,CNR,CNR,50,TR,1.12,1,1.12,0
20,20,SBR_dB,SBR,10,DAS,5,5,5,0
20,20,SBR_dB,SBR,10,CF-DAS,2,2,1.98,0.02
20,20,SBR_dB,SBR,10,SCF-DAS,1,1,1.02,-0.02
20,20,SBR_dB,SBR,10,DMAS,4,4,3.98,0.02
20,20,SBR_dB,SBR,10,DS-DMAS,3,3,3.02,-0.02
20,20,SBR_dB,SBR,10,TR,6,6,6,0
20,20,SBR_dB,SBR,20,DAS,5,5,5,0
20,20,SBR_dB,SBR,20,CF-DAS,2,2,1.98,0.02
20,20,SBR_dB,SBR,20,SCF-DAS,1,1,1.02,-0.02
20,20,SBR_dB,SBR,20,DMAS,4,4,3.98,0.02
20,20,SBR_dB,SBR,20,DS-DMAS,3,3,3.02,-0.02
20,20,SBR_dB,SBR,20,TR,6,6,6,0
20,20,SBR_dB,SBR,30,DAS,5,5,5,0
20,20,SBR_dB,SBR,30,CF-DAS,2,2,1.98,0.02
20,20,SBR_dB,SBR,30,SCF-DAS,1,1,1.02,-0.02
20,20,SBR_dB,SBR,30,DMAS,4,4,3.98,0.02
20,20,SBR_dB,SBR,30,DS-DMAS,3,3,3.02,-0.02
20,20,SBR_dB,SBR,30,TR,6,6,6,0
20,20,SBR_dB,SBR,40,DAS,5,5,5,0
20,20,SBR_dB,SBR,40,CF-DAS,2,2,1.98,0.02
20,20,SBR_dB,SBR,40,SCF-DAS,1,1,1.02,-0.02
20,20,SBR_dB,SBR,40,DMAS,4,4,3.98,0.02
20,20,SBR_dB,SBR,40,DS-DMAS,3,3,3.02,-0.02
20,20,SBR_dB,SBR,40,TR,6,6,6,0
20,20,SBR_dB,SBR,50,DAS,5,5,5,0
20,20,SBR_dB,SBR,50,CF-DAS,1.98,2,1.98,0
20,20,SBR_dB,SBR,50,SCF-DAS,1.02,1,1.02,0
20,20,SBR_dB,SBR,50,DMAS,3.98,4,3.98,0
20,20,SBR_dB,SBR,50,DS-DMAS,3.02,3,3.02,0
20,20,SBR_dB,SBR,50,TR,6,6,6,0
21,30,SI_NRMSE,SI-NRMSE,10,DAS,1.5,1.5,1.32,0.18
21,30,SI_NRMSE,SI-NRMSE,10,CF-DAS,2.1,2.5,2.26,-0.16
21,30,SI_NRMSE,SI-NRMSE,10,SCF-DAS,6,6,6,0
21,30,SI_NRMSE,SI-NRMSE,10,DMAS,4,4,4,0
21,30,SI_NRMSE,SI-NRMSE,10,DS-DMAS,5,5,5,0
21,30,SI_NRMSE,SI-NRMSE,10,TR,2.4,2.5,2.42,-0.02
21,30,SI_NRMSE,SI-NRMSE,20,DAS,1.45,1,1.32,0.13
21,30,SI_NRMSE,SI-NRMSE,20,CF-DAS,2.25,3,2.26,-0.00999999999999979
21,30,SI_NRMSE,SI-NRMSE,20,SCF-DAS,6,6,6,0
21,30,SI_NRMSE,SI-NRMSE,20,DMAS,4,4,4,0
21,30,SI_NRMSE,SI-NRMSE,20,DS-DMAS,5,5,5,0
21,30,SI_NRMSE,SI-NRMSE,20,TR,2.3,2,2.42,-0.12
21,30,SI_NRMSE,SI-NRMSE,30,DAS,1.36666666666667,1,1.32,0.0466666666666666
21,30,SI_NRMSE,SI-NRMSE,30,CF-DAS,2.33333333333333,3,2.26,0.0733333333333337
21,30,SI_NRMSE,SI-NRMSE,30,SCF-DAS,6,6,6,0
21,30,SI_NRMSE,SI-NRMSE,30,DMAS,4,4,4,0
21,30,SI_NRMSE,SI-NRMSE,30,DS-DMAS,5,5,5,0
21,30,SI_NRMSE,SI-NRMSE,30,TR,2.3,2,2.42,-0.12
21,30,SI_NRMSE,SI-NRMSE,40,DAS,1.325,1,1.32,0.00499999999999989
21,30,SI_NRMSE,SI-NRMSE,40,CF-DAS,2.25,2,2.26,-0.00999999999999979
21,30,SI_NRMSE,SI-NRMSE,40,SCF-DAS,6,6,6,0
21,30,SI_NRMSE,SI-NRMSE,40,DMAS,4,4,4,0
21,30,SI_NRMSE,SI-NRMSE,40,DS-DMAS,5,5,5,0
21,30,SI_NRMSE,SI-NRMSE,40,TR,2.425,3,2.42,0.00499999999999989
21,30,SI_NRMSE,SI-NRMSE,50,DAS,1.32,1,1.32,0
21,30,SI_NRMSE,SI-NRMSE,50,CF-DAS,2.26,2,2.26,0
21,30,SI_NRMSE,SI-NRMSE,50,SCF-DAS,6,6,6,0
21,30,SI_NRMSE,SI-NRMSE,50,DMAS,4,4,4,0
21,30,SI_NRMSE,SI-NRMSE,50,DS-DMAS,5,5,5,0
21,30,SI_NRMSE,SI-NRMSE,50,TR,2.42,3,2.42,0
22,30,Correlation,Correlation,10,DAS,1.4,1,1.3,0.0999999999999999
22,30,Correlation,Correlation,10,CF-DAS,2.3,2.5,2.5,-0.2
22,30,Correlation,Correlation,10,SCF-DAS,6,6,6,0
22,30,Correlation,Correlation,10,DMAS,4,4,4,0
22,30,Correlation,Correlation,10,DS-DMAS,5,5,5,0
22,30,Correlation,Correlation,10,TR,2.3,2.5,2.2,0.0999999999999996
22,30,Correlation,Correlation,20,DAS,1.35,1,1.3,0.05
22,30,Correlation,Correlation,20,CF-DAS,2.5,3,2.5,0
22,30,Correlation,Correlation,20,SCF-DAS,6,6,6,0
22,30,Correlation,Correlation,20,DMAS,4,4,4,0
22,30,Correlation,Correlation,20,DS-DMAS,5,5,5,0
22,30,Correlation,Correlation,20,TR,2.15,2,2.2,-0.0500000000000003
22,30,Correlation,Correlation,30,DAS,1.33333333333333,1,1.3,0.0333333333333332
22,30,Correlation,Correlation,30,CF-DAS,2.6,3,2.5,0.1
22,30,Correlation,Correlation,30,SCF-DAS,6,6,6,0
22,30,Correlation,Correlation,30,DMAS,4,4,4,0
22,30,Correlation,Correlation,30,DS-DMAS,5,5,5,0
22,30,Correlation,Correlation,30,TR,2.06666666666667,2,2.2,-0.133333333333333
22,30,Correlation,Correlation,40,DAS,1.3,1,1.3,0
22,30,Correlation,Correlation,40,CF-DAS,2.525,3,2.5,0.0249999999999999
22,30,Correlation,Correlation,40,SCF-DAS,6,6,6,0
22,30,Correlation,Correlation,40,DMAS,4,4,4,0
22,30,Correlation,Correlation,40,DS-DMAS,5,5,5,0
22,30,Correlation,Correlation,40,TR,2.175,2,2.2,-0.0250000000000004
22,30,Correlation,Correlation,50,DAS,1.3,1,1.3,0
22,30,Correlation,Correlation,50,CF-DAS,2.5,3,2.5,0
22,30,Correlation,Correlation,50,SCF-DAS,6,6,6,0
22,30,Correlation,Correlation,50,DMAS,4,4,4,0
22,30,Correlation,Correlation,50,DS-DMAS,5,5,5,0
22,30,Correlation,Correlation,50,TR,2.2,2,2.2,0
23,30,SSIM,SSIM,10,DAS,4,4,4,0
23,30,SSIM,SSIM,10,CF-DAS,2.6,3,2.6,0
23,30,SSIM,SSIM,10,SCF-DAS,1,1,1,0
23,30,SSIM,SSIM,10,DMAS,6,6,6,0
23,30,SSIM,SSIM,10,DS-DMAS,2.4,2,2.4,0
23,30,SSIM,SSIM,10,TR,5,5,5,0
23,30,SSIM,SSIM,20,DAS,4,4,4,0
23,30,SSIM,SSIM,20,CF-DAS,2.65,3,2.6,0.0499999999999998
23,30,SSIM,SSIM,20,SCF-DAS,1,1,1,0
23,30,SSIM,SSIM,20,DMAS,6,6,6,0
23,30,SSIM,SSIM,20,DS-DMAS,2.35,2,2.4,-0.0499999999999998
23,30,SSIM,SSIM,20,TR,5,5,5,0
23,30,SSIM,SSIM,30,DAS,4,4,4,0
23,30,SSIM,SSIM,30,CF-DAS,2.56666666666667,3,2.6,-0.0333333333333332
23,30,SSIM,SSIM,30,SCF-DAS,1,1,1,0
23,30,SSIM,SSIM,30,DMAS,6,6,6,0
23,30,SSIM,SSIM,30,DS-DMAS,2.43333333333333,2,2.4,0.0333333333333332
23,30,SSIM,SSIM,30,TR,5,5,5,0
23,30,SSIM,SSIM,40,DAS,4,4,4,0
23,30,SSIM,SSIM,40,CF-DAS,2.55,3,2.6,-0.0500000000000003
23,30,SSIM,SSIM,40,SCF-DAS,1,1,1,0
23,30,SSIM,SSIM,40,DMAS,6,6,6,0
23,30,SSIM,SSIM,40,DS-DMAS,2.45,2,2.4,0.0500000000000003
23,30,SSIM,SSIM,40,TR,5,5,5,0
23,30,SSIM,SSIM,50,DAS,4,4,4,0
23,30,SSIM,SSIM,50,CF-DAS,2.6,3,2.6,0
23,30,SSIM,SSIM,50,SCF-DAS,1,1,1,0
23,30,SSIM,SSIM,50,DMAS,6,6,6,0
23,30,SSIM,SSIM,50,DS-DMAS,2.4,2,2.4,0
23,30,SSIM,SSIM,50,TR,5,5,5,0
24,30,CNR,CNR,10,DAS,1.9,2,1.88,0.02
24,30,CNR,CNR,10,CF-DAS,3,3,3,0
24,30,CNR,CNR,10,SCF-DAS,6,6,6,0
24,30,CNR,CNR,10,DMAS,4,4,4,0
24,30,CNR,CNR,10,DS-DMAS,5,5,5,0
24,30,CNR,CNR,10,TR,1.1,1,1.12,-0.02
24,30,CNR,CNR,20,DAS,1.95,2,1.88,0.0700000000000001
24,30,CNR,CNR,20,CF-DAS,3,3,3,0
24,30,CNR,CNR,20,SCF-DAS,6,6,6,0
24,30,CNR,CNR,20,DMAS,4,4,4,0
24,30,CNR,CNR,20,DS-DMAS,5,5,5,0
24,30,CNR,CNR,20,TR,1.05,1,1.12,-0.0700000000000001
24,30,CNR,CNR,30,DAS,1.93333333333333,2,1.88,0.0533333333333335
24,30,CNR,CNR,30,CF-DAS,3,3,3,0
24,30,CNR,CNR,30,SCF-DAS,6,6,6,0
24,30,CNR,CNR,30,DMAS,4,4,4,0
24,30,CNR,CNR,30,DS-DMAS,5,5,5,0
24,30,CNR,CNR,30,TR,1.06666666666667,1,1.12,-0.0533333333333335
24,30,CNR,CNR,40,DAS,1.875,2,1.88,-0.00499999999999989
24,30,CNR,CNR,40,CF-DAS,3,3,3,0
24,30,CNR,CNR,40,SCF-DAS,6,6,6,0
24,30,CNR,CNR,40,DMAS,4,4,4,0
24,30,CNR,CNR,40,DS-DMAS,5,5,5,0
24,30,CNR,CNR,40,TR,1.125,1,1.12,0.00499999999999989
24,30,CNR,CNR,50,DAS,1.88,2,1.88,0
24,30,CNR,CNR,50,CF-DAS,3,3,3,0
24,30,CNR,CNR,50,SCF-DAS,6,6,6,0
24,30,CNR,CNR,50,DMAS,4,4,4,0
24,30,CNR,CNR,50,DS-DMAS,5,5,5,0
24,30,CNR,CNR,50,TR,1.12,1,1.12,0
25,30,SBR_dB,SBR,10,DAS,5,5,5,0
25,30,SBR_dB,SBR,10,CF-DAS,2,2,1.98,0.02
25,30,SBR_dB,SBR,10,SCF-DAS,1,1,1.02,-0.02
25,30,SBR_dB,SBR,10,DMAS,4,4,3.98,0.02
25,30,SBR_dB,SBR,10,DS-DMAS,3,3,3.02,-0.02
25,30,SBR_dB,SBR,10,TR,6,6,6,0
25,30,SBR_dB,SBR,20,DAS,5,5,5,0
25,30,SBR_dB,SBR,20,CF-DAS,2,2,1.98,0.02
25,30,SBR_dB,SBR,20,SCF-DAS,1,1,1.02,-0.02
25,30,SBR_dB,SBR,20,DMAS,4,4,3.98,0.02
25,30,SBR_dB,SBR,20,DS-DMAS,3,3,3.02,-0.02
25,30,SBR_dB,SBR,20,TR,6,6,6,0
25,30,SBR_dB,SBR,30,DAS,5,5,5,0
25,30,SBR_dB,SBR,30,CF-DAS,2,2,1.98,0.02
25,30,SBR_dB,SBR,30,SCF-DAS,1,1,1.02,-0.02
25,30,SBR_dB,SBR,30,DMAS,4,4,3.98,0.02
25,30,SBR_dB,SBR,30,DS-DMAS,3,3,3.02,-0.02
25,30,SBR_dB,SBR,30,TR,6,6,6,0
25,30,SBR_dB,SBR,40,DAS,5,5,5,0
25,30,SBR_dB,SBR,40,CF-DAS,2,2,1.98,0.02
25,30,SBR_dB,SBR,40,SCF-DAS,1,1,1.02,-0.02
25,30,SBR_dB,SBR,40,DMAS,4,4,3.98,0.02
25,30,SBR_dB,SBR,40,DS-DMAS,3,3,3.02,-0.02
25,30,SBR_dB,SBR,40,TR,6,6,6,0
25,30,SBR_dB,SBR,50,DAS,5,5,5,0
25,30,SBR_dB,SBR,50,CF-DAS,1.98,2,1.98,0
25,30,SBR_dB,SBR,50,SCF-DAS,1.02,1,1.02,0
25,30,SBR_dB,SBR,50,DMAS,3.98,4,3.98,0
25,30,SBR_dB,SBR,50,DS-DMAS,3.02,3,3.02,0
25,30,SBR_dB,SBR,50,TR,6,6,6,0
