Replicate,MorphologySeed,Family,Acquisition,AcquisitionLabel,Channels,CenterFrequency_MHz,FractionalBandwidth_percent,Method,Segments,BranchPoints,TerminalPoints,CMean_mps,CStd_mps,RhoMean_kgm3,RhoStd_kgm3,Corr_C_Rho,AchievedSNR_dB,Raw_NRMSE,SI_NRMSE,Correlation,SSIM,CNR,SBR_dB,ScaleFactor,Signal_RMS,Background_RMS,CenterlineRecall,MeanSegmentContinuity,MedianSegmentContinuity,BranchPointRecovery,TerminalBranchRecovery,LowFluenceTerminalRecovery,HighFluenceTerminalRecovery,VesselToClutterRatio_dB,Runtime_s,RuntimeDefinition,ReconstructionPhysicsModel,FiniteApertureTreatment
1,101,cluttered,A2_N96,"96 ch, 2 MHz",96,2,80,DS-DMAS,44,21,23,1500.00510345234,14.9547280293641,1000.00000651512,10.0000059310023,0.243863971725117,19.9999999378011,0.999478868140704,0.923611686522293,0.358974771563506,0.809358665762453,0.532488861029354,14.5148807044752,281.538574760285,0.000563206512879795,0.000105906748098864,0.533333333333333,0.533333333333333,0.6,0.571428571428571,0.565217391304348,NaN,NaN,16.4919951807879,2.9666876,shared_delay_plus_weighting,scalar_c_1500,physical_element_centres
1,101,cluttered,A2_N96,"96 ch, 2 MHz",96,2,80,TR,44,21,23,1500.00510345234,14.9547280293641,1000.00000651512,10.0000059310023,0.243863971725117,19.9999999378011,0.845854468228189,0.738568331185631,0.688221341286972,0.674073044710968,1.73887554649066,15.2153264466083,2.57433758097097,0.111753040796401,0.0193862150832253,0.928787878787879,0.928787878787879,1,0.952380952380952,0.91304347826087,NaN,NaN,8.09898703573673,54.4751756,actual_TR_wall_time,heterogeneous_recorded_c_rho,equivalent_element_centres
1,101,cluttered,A3_fc3MHz,"128 ch, 3 MHz",128,3,80,DAS,44,21,23,1500.00510345234,14.9547280293641,1000.00000651512,10.0000059310023,0.243863971725117,19.9999999417819,0.989708237339305,0.723936126347761,0.70021324565869,0.768896376729953,1.44047328031481,18.2971627524087,45.9761576999395,0.00714345381897274,0.000869060685577299,0.951515151515152,0.951515151515152,1,0.952380952380952,0.956521739130435,NaN,NaN,10.4803236029349,0.1323453,shared_delay_plus_weighting,scalar_c_1500,physical_element_centres
1,101,cluttered,A3_fc3MHz,"128 ch, 3 MHz",128,3,80,CF-DAS,44,21,23,1500.00510345234,14.9547280293641,1000.00000651512,10.0000059310023,0.243863971725117,19.9999999417819,0.999284478633947,0.783959960848803,0.624387967251287,0.866545693599038,0.782847659014495,21.211755139808,538.330003156596,0.000618156892428411,5.37664000360788e-05,0.598484848484849,0.598484848484849,0.766666666666667,0.666666666666667,0.521739130434783,NaN,NaN,20.797968474421,0.1328797,shared_delay_plus_weighting,scalar_c_1500,physical_element_centres
1,101,cluttered,A3_fc3MHz,"128 ch, 3 MHz",128,3,80,SCF-DAS,44,21,23,1500.00510345234,14.9547280293641,1000.00000651512,10.0000059310023,0.243863971725117,19.9999999417819,0.999964694087663,0.962713136458491,0.279105618935515,0.858568676512692,0.421942126330484,15.4819403469649,2072.37391006439,5.56733525563216e-05,9.36591813103175e-06,0.425757575757576,0.425757575757576,0.433333333333333,0.428571428571429,0.478260869565217,NaN,NaN,16.1195438635985,0.165385,shared_delay_plus_weighting,scalar_c_1500,physical_element_centres
1,101,cluttered,A3_fc3MHz,"128 ch, 3 MHz",128,3,80,DMAS,44,21,23,1500.00510345234,14.9547280293641,1000.00000651512,10.0000059310023,0.243863971725117,19.9999999417819,0.998652495201211,0.847185877143542,0.53172442802886,0.508225302859726,0.824383282376162,15.828471426884,209.120616905734,0.00110398085422642,0.000178458800825308,0.762121212121212,0.762121212121212,1,0.80952380952381,0.739130434782609,NaN,NaN,13.4976454473541,0.1955293,shared_delay_plus_weighting,scalar_c_1500,physical_element_centres
1,101,cluttered,A3_fc3MHz,"128 ch, 3 MHz",128,3,80,DS-DMAS,44,21,23,1500.00510345234,14.9547280293641,1000.00000651512,10.0000059310023,0.243863971725117,19.9999999417819,0.999705453538184,0.926680421076637,0.352948883555267,0.832084474985577,0.490957078489693,15.8713636257456,479.166433154094,0.000342672674234773,5.5120264454907e-05,0.646969696969697,0.646969696969697,0.7,0.761904761904762,0.695652173913043,NaN,NaN,15.3430551941782,5.3575296,shared_delay_plus_weighting,scalar_c_1500,physical_element_centres
1,101,cluttered,A3_fc3MHz,"128 ch, 3 MHz",128,3,80,TR,44,21,23,1500.00510345234,14.9547280293641,1000.00000651512,10.0000059310023,0.243863971725117,19.9999999417819,0.858837274981382,0.760468402171965,0.662954871332008,0.704641649262391,1.59171689029245,16.2470902392865,2.59475622639474,0.109682532184996,0.0168959632514772,0.998484848484849,0.998484848484849,1,1,1,NaN,NaN,8.93195681907463,60.8346567,actual_TR_wall_time,heterogeneous_recorded_c_rho,equivalent_element_centres
1,101,dense,A1_reference,"128 ch, 2 MHz",128,2,80,DAS,44,21,23,1500.00510345234,14.9547280293641,1000.00000651512,10.0000059310023,0.243863971725117,19.9999997046024,0.984759530075396,0.715671554150064,0.709756986402136,0.776599761492579,1.52244940698226,16.4642714862811,31.7455994469767,0.0105879272729935,0.00159073330966834,0.893939393939394,0.893939393939394,1,0.904761904761905,0.869565217391304,NaN,NaN,NaN,0.0769125,shared_delay_plus_weighting,scalar_c_1500,physical_element_centres
1,101,dense,A1_reference,"128 ch, 2 MHz",128,2,80,CF-DAS,44,21,23,1500.00510345234,14.9547280293641,1000.00000651512,10.0000059310023,0.243863971725117,19.9999997046024,0.998704892313525,0.810210170231002,0.592845057168113,0.880407652946693,0.774316633163567,17.8142455292086,264.945782387383,0.00113838199299874,0.000146411685731059,0.504545454545455,0.504545454545455,0.6,0.571428571428571,0.347826086956522,NaN,NaN,NaN,0.0770778,shared_delay_plus_weighting,scalar_c_1500,physical_element_centres
1,101,dense,A1_reference,"128 ch, 2 MHz",128,2,80,SCF-DAS,44,21,23,1500.00510345234,14.9547280293641,1000.00000651512,10.0000059310023,0.243863971725117,19.9999997046024,0.99991094559342,0.953250221960041,0.310722415549147,0.875230002470016,0.526849749945886,14.4021977372105,1024.91875517588,0.000117464686907192,2.23767720914609e-05,0.436363636363636,0.436363636363636,0.5,0.476190476190476,0.434782608695652,NaN,NaN,NaN,0.097151,shared_delay_plus_weighting,scalar_c_1500,physical_element_centres
1,101,dense,A1_reference,"128 ch, 2 MHz",128,2,80,DMAS,44,21,23,1500.00510345234,14.9547280293641,1000.00000651512,10.0000059310023,0.243863971725117,19.9999997046024,0.99754146540368,0.843776222370164,0.527168721648171,0.597951711649351,0.853661634491237,14.7535209494245,116.801956297847,0.00202561525393103,0.000370579090699668,0.681818181818182,0.681818181818182,0.933333333333333,0.714285714285714,0.608695652173913,NaN,NaN,NaN,0.1195325,shared_delay_plus_weighting,scalar_c_1500,physical_element_centres
1,101,dense,A1_reference,"128 ch, 2 MHz",128,2,80,DS-DMAS,44,21,23,1500.00510345234,14.9547280293641,1000.00000651512,10.0000059310023,0.243863971725117,19.9999997046024,0.999363276515424,0.910691091071998,0.390000638909592,0.861637406557773,0.597455680229946,14.2132483329827,267.584165078116,0.000664152802013624,0.00012930210424661,0.607575757575758,0.607575757575758,0.733333333333333,0.666666666666667,0.565217391304348,NaN,NaN,NaN,2.1673833,shared_delay_plus_weighting,scalar_c_1500,physical_element_centres
1,101,dense,A1_reference,"128 ch, 2 MHz",128,2,80,TR,44,21,23,1500.00510345234,14.9547280293641,1000.00000651512,10.0000059310023,0.243863971725117,19.9999997046024,0.810083569155672,0.746949575932679,0.67846050991117,0.7260672659014,1.66457495797499,14.9816066893665,1.89236195824303,0.158070564150965,0.0281689506416186,0.946969696969697,0.946969696969697,1,1,0.956521739130435,NaN,NaN,NaN,40.4748382,actual_TR_wall_time,heterogeneous_recorded_c_rho,equivalent_element_centres
1,101,dense,A2_N96,"96 ch, 2 MHz",96,2,80,DAS,44,21,23,1500.00510345234,14.9547280293641,1000.00000651512,10.0000059310023,0.243863971725117,19.9999997779775,0.984740348808222,0.715639355714422,0.709399725927268,0.772429247795058,1.52203485203549,16.4604811613511,31.7084020349651,0.0106029811937835,0.00159369031369186,0.886363636363636,0.886363636363636,1,0.904761904761905,0.826086956521739,NaN,NaN,NaN,0.0947512,shared_delay_plus_weighting,scalar_c_1500,physical_element_centres
1,101,dense,A2_N96,"96 ch, 2 MHz",96,2,80,CF-DAS,44,21,23,1500.00510345234,14.9547280293641,1000.00000651512,10.0000059310023,0.243863971725117,19.9999997779775,0.998700538616618,0.809638459810243,0.59361789588761,0.880248373126121,0.774032492330189,17.8495833349854,264.770140286428,0.00114250527332426,0.000146345390055652,0.504545454545455,0.504545454545455,0.6,0.571428571428571,0.347826086956522,NaN,NaN,NaN,0.0948195,shared_delay_plus_weighting,scalar_c_1500,physical_element_centres
1,101,dense,A2_N96,"96 ch, 2 MHz",96,2,80,SCF-DAS,44,21,23,1500.00510345234,14.9547280293641,1000.00000651512,10.0000059310023,0.243863971725117,19.9999997779775,0.999911323298268,0.955209015087948,0.304901398939572,0.874626882244015,0.522683710386798,14.2581474822548,987.128051678073,0.000116385858275574,2.25420204522146e-05,0.407575757575758,0.407575757575758,0.4,0.428571428571429,0.434782608695652,NaN,NaN,NaN,0.1205538,shared_delay_plus_weighting,scalar_c_1500,physical_element_centres
1,101,dense,A2_N96,"96 ch, 2 MHz",96,2,80,DMAS,44,21,23,1500.00510345234,14.9547280293641,1000.00000651512,10.0000059310023,0.243863971725117,19.9999997779775,0.997677013684214,0.856393599897651,0.515131563948551,0.485303393617327,0.817587802463986,14.6302725296463,114.393016681304,0.00197849930780107,0.000367132030432309,0.662121212121212,0.662121212121212,0.866666666666667,0.666666666666667,0.608695652173913,NaN,NaN,NaN,0.1427359,shared_delay_plus_weighting,scalar_c_1500,physical_element_centres
1,101,dense,A2_N96,"96 ch, 2 MHz",96,2,80,DS-DMAS,44,21,23,1500.00510345234,14.9547280293641,1000.00000651512,10.0000059310023,0.243863971725117,19.9999997779775,0.999463506915829,0.927186396954024,0.350739687005653,0.834316138944792,0.51755567625694,14.1857774857773,261.129696135213,0.000618928172228178,0.000120879144295685,0.556060606060606,0.556060606060606,0.633333333333333,0.571428571428571,0.565217391304348,NaN,NaN,NaN,3.1249932,shared_delay_plus_weighting,scalar_c_1500,physical_element_centres
1,101,dense,A2_N96,"96 ch, 2 MHz",96,2,80,TR,44,21,23,1500.00510345234,14.9547280293641,1000.00000651512,10.0000059310023,0.243863971725117,19.9999997779775,0.844426225274949,0.735082200457189,0.691022764627302,0.672848518826917,1.69216494946741,15.0200297968536,2.58381375518858,0.118981363375172,0.0211094759162591,0.954545454545455,0.954545454545455,1,1,0.956521739130435,NaN,NaN,NaN,61.6521727,actual_TR_wall_time,heterogeneous_recorded_c_rho,equivalent_element_centres
1,101,dense,A3_fc3MHz,"128 ch, 3 MHz",128,3,80,DAS,44,21,23,1500.00510345234,14.9547280293641,1000.00000651512,10.0000059310023,0.243863971725117,20.0000003214169,0.989614656573545,0.721831206767012,0.701722204195771,0.789721626713222,1.37194296536429,18.1292698998044,45.8540304568834,0.00761755784949424,0.000944826935997635,0.96969696969697,0.96969696969697,1,0.952380952380952,0.956521739130435,NaN,NaN,NaN,0.1378189,shared_delay_plus_weighting,scalar_c_1500,physical_element_centres
1,101,dense,A3_fc3MHz,"128 ch, 3 MHz",128,3,80,CF-DAS,44,21,23,1500.00510345234,14.9547280293641,1000.00000651512,10.0000059310023,0.243863971725117,20.0000003214169,0.999284586846036,0.784327521172073,0.62362091438896,0.888275067089095,0.759234357545741,20.9441437261826,537.605442996301,0.000648112352284817,5.81357276154144e-05,0.606060606060606,0.606060606060606,0.766666666666667,0.666666666666667,0.565217391304348,NaN,NaN,NaN,0.1380159,shared_delay_plus_weighting,scalar_c_1500,physical_element_centres
1,101,dense,A3_fc3MHz,"128 ch, 3 MHz",128,3,80,SCF-DAS,44,21,23,1500.00510345234,14.9547280293641,1000.00000651512,10.0000059310023,0.243863971725117,20.0000003214169,0.999958431911747,0.961129221567912,0.283416723183406,0.884318547565264,0.394849189797242,16.2625442196716,1833.41157485354,7.09925417039237e-05,1.09165526639766e-05,0.410606060606061,0.410606060606061,0.4,0.380952380952381,0.478260869565217,NaN,NaN,NaN,0.1717604,shared_delay_plus_weighting,scalar_c_1500,physical_element_centres
1,101,dense,A3_fc3MHz,"128 ch, 3 MHz",128,3,80,DMAS,44,21,23,1500.00510345234,14.9547280293641,1000.00000651512,10.0000059310023,0.243863971725117,20.0000003214169,0.998624769183682,0.84910028444448,0.52859768776112,0.5094861486909,0.801265789032511,15.8110881224678,202.534282224983,0.00120073121048304,0.000194487365393163,0.783333333333333,0.783333333333333,1,0.80952380952381,0.782608695652174,NaN,NaN,NaN,0.208492,shared_delay_plus_weighting,scalar_c_1500,physical_element_centres
1,101,dense,A3_fc3MHz,"128 ch, 3 MHz",128,3,80,DS-DMAS,44,21,23,1500.00510345234,14.9547280293641,1000.00000651512,10.0000059310023,0.243863971725117,20.0000003214169,0.999687747413254,0.924737065980098,0.359015743583405,0.854203051892417,0.483165794216375,16.1910167023734,463.495548943866,0.00038644160945308,5.99146528150301e-05,0.66969696969697,0.66969696969697,0.766666666666667,0.761904761904762,0.739130434782609,NaN,NaN,NaN,5.435886,shared_delay_plus_weighting,scalar_c_1500,physical_element_centres
1,101,dense,A3_fc3MHz,"128 ch, 3 MHz",128,3,80,TR,44,21,23,1500.00510345234,14.9547280293641,1000.00000651512,10.0000059310023,0.243863971725117,20.0000003214169,0.857654433000203,0.758199447114365,0.66462336989977,0.709783648048968,1.5195704581139,16.0961676686102,2.59622335465946,0.116751406928198,0.0183001116486798,0.998484848484849,0.998484848484849,1,1,1,NaN,NaN,NaN,61.3724743,actual_TR_wall_time,heterogeneous_recorded_c_rho,equivalent_element_centres
1,101,fluence,A1_reference,"128 ch, 2 MHz",128,2,80,DAS,44,21,23,1500.00510345234,14.9547280293641,1000.00000651512,10.0000059310023,0.243863971725117,20.0000003158356,0.984467688506684,0.7124741406351,0.712975099553006,0.781091115594488,1.63830001829422,16.6079031832315,31.4404443664322,0.0104938252137739,0.00155073884960464,0.806060606060606,0.806060606060606,1,0.857142857142857,0.739130434782609,0.5,1,NaN,0.1078432,shared_delay_plus_weighting,scalar_c_1500,physical_element_centres
1,101,fluence,A1_reference,"128 ch, 2 MHz",128,2,80,CF-DAS,44,21,23,1500.00510345234,14.9547280293641,1000.00000651512,10.0000059310023,0.243863971725117,20.0000003158356,0.998658246125127,0.800825821197473,0.605612035221522,0.8798705344916,0.825880461119791,18.0743804109142,266.998788324536,0.00114119258354733,0.000142442609115065,0.503030303030303,0.503030303030303,0.633333333333333,0.476190476190476,0.434782608695652,0.25,0.636363636363636,NaN,0.1081347,shared_delay_plus_weighting,scalar_c_1500,physical_element_centres
1,101,fluence,A1_reference,"128 ch, 2 MHz",128,2,80,SCF-DAS,44,21,23,1500.00510345234,14.9547280293641,1000.00000651512,10.0000059310023,0.243863971725117,20.0000003158356,0.999907874836537,0.951588880675353,0.316959593898216,0.875140546062815,0.524677591843088,14.7345794991348,1025.09309827174,0.000121574131400864,2.22901094217088e-05,0.398484848484848,0.398484848484848,0.4,0.380952380952381,0.434782608695652,0.25,0.636363636363636,NaN,0.1420138,shared_delay_plus_weighting,scalar_c_1500,physical_element_centres
1,101,fluence,A1_reference,"128 ch, 2 MHz",128,2,80,DMAS,44,21,23,1500.00510345234,14.9547280293641,1000.00000651512,10.0000059310023,0.243863971725117,20.0000003158356,0.997486680087943,0.843522939640915,0.527113305369155,0.620441944639548,0.896704634851075,14.7684124636037,114.418318564007,0.00201559930489648,0.00036811505275052,0.636363636363636,0.636363636363636,0.8,0.666666666666667,0.608695652173913,0.5,0.727272727272727,NaN,0.176819,shared_delay_plus_weighting,scalar_c_1500,physical_element_centres
1,101,fluence,A1_reference,"128 ch, 2 MHz",128,2,80,DS-DMAS,44,21,23,1500.00510345234,14.9547280293641,1000.00000651512,10.0000059310023,0.243863971725117,20.0000003158356,0.999317458732839,0.91184878451094,0.388066331455327,0.864951232484441,0.573437729270538,14.9172205388286,246.501380354106,0.000726268300955412,0.000130387531164534,0.5,0.5,0.566666666666667,0.571428571428571,0.521739130434783,0.416666666666667,0.636363636363636,NaN,5.6170592,shared_delay_plus_weighting,scalar_c_1500,physical_element_centres
